name,slug,category,brand,description,price,discount_price,stock,material,warranty_months,delivery_info,dimensions_length_cm,dimensions_width_cm,dimensions_height_cm,tags,best_seller,care_instructions,image_1,image_2,image_3,image_4,image_5,variant_1_color,variant_1_price,variant_1_stock,variant_2_color,variant_2_price,variant_2_stock,variant_3_color,variant_3_price,variant_3_stock,variant_4_color,variant_4_price,variant_4_stock,spec_1_name,spec_1_value,spec_2_name,spec_2_value,spec_3_name,spec_3_value,spec_4_name,spec_4_value,spec_5_name,spec_5_value,spec_6_name,spec_6_value,sku
Peacock Gilli Sofa,,3 1 1 sofas,Spacecrafts,"The Peacock Gilli Sofa is a stunning piece of living room furniture that combines traditional elegance with contemporary comfort. This wooden 5-seater sofa set is designed to be a central feature in your home, offering both style and functionality. With its sophisticated design and high-quality craftsmanship, It is perfect for creating a luxurious and inviting living space.\n\n**Design and Aesthetic Appeal**\n\nThe Peacock Gilli Sofa stands out with its exquisite design, which blends classic and modern elements to create a timeless piece of furniture. The sofa features a robust wooden frame crafted from high-quality hardwood, such as mahogany or oak. This not only ensures durability but also adds a touch of natural beauty to the piece. The wooden frame is often detailed with intricate carvings or decorative inlays, reflecting the artisanal skill that goes into creating the sofa.\n\nThe seating area of the Peacock Gilli Sofa is generously proportioned, designed to comfortably accommodate up to five people. The sofa set typically includes a combination of large cushions and plush upholstery, which are available in a variety of fabrics and colors. This allows homeowners to select an option that best complements their existing décor. The rich tones of the wood and the luxurious upholstery create a striking contrast, enhancing the visual appeal of the sofa.\n\n**Comfort and Functionality**\n\nComfort is a key feature of the Peacock Gilli Sofa. The sofa is designed with high-density foam cushions that provide excellent support and comfort. The cushions are upholstered in soft, durable fabric or leather, ensuring a plush and inviting seating experience. The backrest and armrests are padded to enhance comfort, making it ideal for long periods of relaxation or socializing.\n\nThe sofa set’s design incorporates a high back and wide seating area, allowing for a relaxed and comfortable seating posture. The spacious design ensures that there is ample room for everyone to sit comfortably, making it perfect for family gatherings or entertaining guests. The wooden frame is constructed to offer stability and support, ensuring that the sofa remains sturdy and durable over time.\n\n**Versatility and Usage**\n\nThe Peacock Gilli Sofa is a versatile piece of furniture that fits well in various living room settings. Its classic design allows it to complement both traditional and contemporary interiors. In a traditional setting, the ornate woodwork and rich upholstery enhance the room’s elegance and charm. In a modern space, the sofa’s sophisticated design provides a stylish focal point that adds depth and character.\n\nBeyond the living room, It can be used in other areas of the home where seating and comfort are desired. It can serve as an elegant addition to a spacious family room, a cozy den, or even a large entryway. Its adaptability makes it a valuable addition to any home, providing both aesthetic appeal and practical functionality.\n\n**Maintenance and Care**\n\nMaintaining the Peacock Gilli Sofa involves regular cleaning and care to preserve its beauty and longevity. The wooden frame should be dusted and polished periodically to maintain its finish and protect against wear. Upholstery should be cleaned according to the manufacturer’s care instructions to keep it in good condition and free from stains.\n\nIn summary, the Peacock Gilli Sofa is a luxurious and versatile wooden 5-seater sofa set that combines classic design with modern comfort. Its high-quality craftsmanship, elegant aesthetics, and spacious seating make it an excellent choice for enhancing the style and functionality of any living space.",93000,77500,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1TD96nBVJzsS3Ty88STVn4CtbmIiB5X9D/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield TV Stand,,TV Racks,Spacecrafts,"The Springfield TV Stand is a sophisticated piece of furniture that combines functionality and elegance, making it a standout addition to any living room. Crafted from high-quality wood, this wooden TV stand is designed to enhance your entertainment area while providing ample storage and a stylish appearance.\n\nAt the heart of the Springfield TV Stand’s design is its sturdy wooden construction. The rich texture and natural grain of the wood lend a classic charm to the unit, complementing various interior styles from traditional to modern. This wooden TV stand not only serves as a practical base for your television but also adds a touch of warmth and refinement to your space.\n\nThe Springfield TV Stand is more than just a place to set your TV; it functions as a versatile TV unit that offers ample storage options. It features multiple compartments, including open shelves and enclosed cupboards, allowing you to organize and store various media components, such as DVD players, gaming consoles, and cable boxes. The open shelves are perfect for easy access to frequently used devices, while the TV cupboard offers concealed storage for items you prefer to keep out of sight.\n\nThe design of the TV shelf ensures that your television is securely positioned at an optimal viewing height, enhancing your viewing experience. The stand is built to accommodate a range of TV sizes, making it a versatile choice for any home entertainment setup. Its elegant design and practical features make it a focal point of your living room, combining style with functionality.\n\nIn addition to its aesthetic appeal and practical storage solutions, the Springfield TV Stand is designed with space efficiency in mind. Its compact footprint ensures that it fits comfortably into various room sizes without overwhelming the space. The well-organized storage options help reduce clutter, keeping your living area tidy and organized.\n\nOverall, the Springfield TV Stand is an ideal choice for those looking to enhance their entertainment area with a stylish and functional piece of furniture. Its wooden construction, combined with its thoughtful design as a TV unit, TV shelf, and TV cupboard, ensures that it meets your storage needs while adding a touch of elegance to your home. Whether you’re furnishing a new living room or updating an existing space, the Springfield TV Stand offers a perfect blend of beauty and practicality.",30000,20000,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/19J322Bz1bDQfP1AnnwKNN3X7v1NI7Uuk/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milan Bunk Bed,,"Bunk Beds, space saving furniture",Spacecrafts,"The Milan Bunk Bed combines functionality with style, offering a practical solution for maximizing space in children's bedrooms. This double-decker bed features a sturdy tubular cot design, providing safety and durability suitable for active kids.\n\n**Design and Structure:**\nCrafted from robust tubular metal, It ensures stability and safety with built-in guardrails on the upper bunk. The sleek design and modern finish enhance the aesthetic appeal while complementing various room decors.\n\n**Space-saving Efficiency:**\nDesigned with efficiency in mind, the bunk bed optimizes vertical space, making it ideal for smaller bedrooms or shared spaces. The inclusion of under-bed storage drawers provides additional space to store toys, clothes, or bedding, further maximizing room organization.\n\n**Versatility and Practicality:**\nThe Milan Bunk Bed offers versatility with its dual beds, accommodating two children comfortably without occupying extra floor space. It serves as a functional piece of furniture for siblings, sleepovers, or guests, adapting to different sleeping arrangements as needed.\n\n**Safety Features:**\nEquipped with sturdy ladder access and secure guardrails, the bunk bed prioritizes safety, ensuring peace of mind for parents. The durable construction and adherence to safety standards make it a reliable choice for children's bedrooms.\n\n**Assembly and Maintenance:**\nSetting up the Milan Bunk Bed is straightforward, with comprehensive instructions provided for easy assembly. The tubular metal frame is easy to clean and maintain, ensuring long-lasting durability and retaining its attractive appearance over time.\n\n**Conclusion:**\nIn conclusion, the Milan Bunk Bed offers a blend of practicality and safety for children's bedrooms, combining space-saving efficiency with stylish design elements. Whether used in a shared bedroom or as a guest sleeping solution, its durable construction and integrated storage make it an excellent choice for maximizing functionality without compromising on safety or comfort.",80500,63560,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1WftVxJYs9YNVbYvN3EvSl7RaFTHaQOva/view?usp=drivesdk,https://drive.google.com/file/d/12r_vb8hVzLWU3NnLBzMA47MiuJvgjdnN/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horgen Recliner Sofa,,Recliner Sofas,Spacecrafts,"The Horgen Recliner Sofa is a sophisticated piece of living room furniture designed to elevate comfort and style in your home. This reclining sofa couch combines luxurious seating with advanced functionality, making it an ideal choice for anyone looking to enhance their living space with a touch of modern convenience and elegance.\n\n**Design and Aesthetic Appeal**\n\nThe Horgen Recliner Sofa is crafted with a keen eye for detail and quality. Its design blends contemporary aesthetics with ergonomic features, making it a perfect fit for various interior styles. The sofa typically features a sleek, streamlined profile with clean lines and minimalistic detailing, contributing to its modern appeal. Upholstered in high-quality fabric or leather, the Horgen Recliner Sofa offers a range of color options and textures, allowing homeowners to choose the perfect match for their decor.\n\nThe sofa's frame is constructed from durable materials, such as hardwood or metal, ensuring stability and longevity. The padding and cushioning are designed to provide plush comfort while maintaining the sofa’s shape and support. The combination of these elements results in a recliner sofa set that not only looks stylish but also offers exceptional comfort.\n\n**Comfort and Functionality**\n\nOne of the standout features of the Horgen Recliner Sofa is its reclining mechanism, which allows users to adjust the seating position for personalized comfort. The reclining seats can be effortlessly adjusted to various angles, from a slightly reclined position for casual lounging to a fully reclined position for relaxation or napping. This functionality makes the Horgen Recliner Sofa an excellent choice for both everyday use and special occasions.\n\nThe sofa typically includes multiple reclining seats, each equipped with its own control mechanism. This feature allows individual users to customize their seating position according to their preferences. Additionally, some models of the Horgen Recliner Sofa may include built-in features such as cup holders, storage compartments, or USB charging ports, further enhancing convenience and functionality.\n\n**Versatility and Usage**\n\nThe Horgen Recliner Sofa is versatile enough to fit into a variety of living room layouts and design schemes. Its modern design and reclining features make it suitable for casual family gatherings, movie nights, or simply unwinding after a long day. The sofa’s ability to transform from a standard seating arrangement to a fully reclining position makes it a multifunctional addition to any living space.\n\nIn addition to its use in the living room, the Horgen Recliner Sofa can also be placed in other areas of the home where comfort and relaxation are desired. It can serve as a focal point in a media room, a cozy spot in a den, or even as an elegant addition to a home theater setup.\n\n**Maintenance and Care**\n\nMaintaining the Horgen Recliner Sofa involves regular cleaning and care to keep it looking and functioning at its best. Upholstery should be cleaned according to the manufacturer’s instructions, using appropriate cleaning products for fabric or leather. The reclining mechanism should be periodically checked and lubricated if necessary to ensure smooth operation.\n\nIn summary, the Horgen Recliner Sofa is a top-tier choice for living room furniture, combining stylish design with practical reclining features. Its modern aesthetics, customizable comfort, and added conveniences make it an excellent addition to any home, offering both luxury and functionality for a superior seating experience.",165000,110000,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1W8I34u_VpTQJdNUznYYVt5khu9YOmidG/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oslo Foldable Dining Table,,Wooden Dinings,Spacecrafts,"The Oslo Foldable Dining Table is a versatile and stylish addition to any dining area, designed to offer both functionality and elegance. As a wooden dining table, it combines classic craftsmanship with modern convenience, making it an ideal choice for those who value both aesthetics and practicality.\n\nConstructed from high-quality wood, the Oslo Foldable Dining Table exudes a sense of durability and sophistication. Its rich, natural wood grain adds a touch of warmth and elegance to your dining space, seamlessly blending with various interior styles. The table's sturdy construction ensures it can withstand daily use while maintaining its refined appearance.\n\nOne of the standout features of the Oslo dining table is its foldable design. This space-saving furniture solution is perfect for smaller homes or apartments where space is at a premium. When not in use, the table can be easily folded and stored away, freeing up valuable floor space. This functionality makes it an excellent choice for multi-purpose rooms or compact dining areas where flexibility is key.\n\nThe Oslo Foldable Dining Table comes as part of a foldable table set, which includes matching chairs designed to complement the table's style and functionality. The coordinated set ensures a cohesive look and provides a complete dining solution that maximizes both space and comfort. The chairs, like the table, are crafted from high-quality wood, offering a seamless blend of durability and elegance.\n\nIn addition to its space-saving features, the Oslo dining table set is designed with ease of use in mind. The folding mechanism is smooth and straightforward, allowing you to transition from a compact storage solution to a functional dining table with minimal effort. This ease of use is especially beneficial for those who frequently entertain guests or need to quickly adapt their space for different purposes.\n\nThe Oslo Foldable Dining Table not only serves as a practical piece of furniture but also as a stylish addition to your home. Its classic wooden design and versatile functionality make it a valuable investment for anyone looking to enhance their dining experience while optimizing their living space. Whether you have a small dining area or simply want a flexible furniture option, the Oslo dining table set offers the perfect blend of form and function.",36000,30000,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1hrc3EqK-scLXNr798Jww_wTj61rUME7n/view?usp=drivesdk,https://drive.google.com/file/d/1ne1LY7fkmvgepndOtzxjx1_vX-wwqxn1/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamworth Diwan,,Diwans,Spacecrafts,"The Tamworth Diwan is an exemplary piece of living room furniture that embodies the charm and elegance of traditional diwan style. This wooden sofa diwan seamlessly combines classic design elements with modern functionality, making it a standout choice for enhancing the aesthetic and comfort of any home.\n\n**Design and Craftsmanship**\n\nThe Tamworth Diwan is crafted with meticulous attention to detail, utilizing high-quality wood such as mahogany, teak, or oak. The wooden frame is designed to offer both durability and a sophisticated appearance. Each piece is often hand-finished to highlight the natural grain and texture of the wood, showcasing the skill and artistry involved in its creation. The frame of the diwan features intricate carvings or decorative inlays, adding a touch of luxury and traditional elegance.\n\nThe diwan style is characterized by its low-profile seating and ornate design. It adheres to this tradition with a low-slung seating arrangement that invites relaxation and easy lounging. The sofa's design includes beautifully turned wooden legs, a gracefully curved backrest, and elegant armrests, contributing to its classic and refined look. The diwan often incorporates plush, upholstered cushions that provide a comfortable seating experience. The upholstery is available in various high-quality fabrics or leather options, allowing for customization to suit different decor styles and personal preferences.\n\n**Comfort and Functionality**\n\nComfort is a key feature of the Tamworth Diwan. The sofa is designed with generously padded cushions that ensure a plush and supportive seating experience. The low-profile design of the diwan encourages a relaxed posture, making it ideal for lounging, reading, or socializing. The cushions are upholstered in soft, durable materials that enhance comfort and provide lasting quality.\n\nThe spacious seating area of the Tamworth Diwan accommodates multiple people, making it an excellent choice for family gatherings, entertaining guests, or simply enjoying quiet moments at home. The versatile design of the diwan allows it to integrate seamlessly into various living room layouts. Whether used as a central focal point or as part of a coordinated seating arrangement, the Tamworth Diwan adds both elegance and functionality to the space.\n\n**Versatility and Usage**\n\nThe Tamworth Diwan is a versatile piece of furniture that enhances different types of living spaces. In traditional settings, it complements classic furnishings and adds a touch of historical charm. In contemporary or eclectic interiors, the diwan’s timeless design provides a unique contrast and adds character to the room.\n\nBeyond the living room, It can also be used in other areas of the home, such as a study, sunroom, or large entryway. Its adaptable design allows it to serve various functions, from providing additional seating to creating a cozy and inviting nook.\n\n**Maintenance and Care**\n\nMaintaining the Tamworth Diwan involves regular care to preserve its beauty and functionality. The wooden frame should be dusted and polished periodically to maintain its luster and protect against wear. Upholstery should be cleaned according to the manufacturer’s care instructions to keep it in pristine condition and free from stains.\n\nIn summary, It is a beautifully crafted piece of living room furniture that combines traditional diwan style with modern comfort and versatility. Its high-quality wooden construction, elegant design, and plush seating make it an excellent choice for enhancing any living space with a touch of classic sophistication and enduring charm.",40000,26000,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/15uYShysdzto_h9vpsYe89Eb_D-u33Nf1/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goulburn Diwan,,Diwans,Spacecrafts,"The Goulborn Diwan represents a distinguished choice in living room furniture, embodying the elegance and sophistication of traditional diwan style. This wooden sofa diwan combines classic design elements with modern functionality, making it an ideal centerpiece for any home that values both style and comfort.\n\n**Design and Craftsmanship**\n\nThe Goulborn Diwan is crafted from high-quality hardwood, such as mahogany or teak, which provides both durability and a luxurious appearance. The wooden frame of the diwan is carefully constructed to ensure stability and longevity, while also highlighting the natural beauty of the wood grain. The frame often features intricate carvings or detailed inlays, reflecting the artisanal craftsmanship involved in its creation. This attention to detail not only adds a touch of sophistication but also makes the Goulborn Diwan a visually striking addition to any living space.\n\nThe diwan style is characterized by its low seating and elegant design. It embraces this traditional aesthetic with its low-profile seating arrangement that invites relaxation. The design includes elegantly turned legs and a gracefully curved backrest, adding a refined touch to the overall look. The plush seating cushions are upholstered in high-quality fabrics or leather, offering a soft and comfortable surface for lounging or entertaining. The upholstery is typically available in a range of colors and patterns, allowing homeowners to choose an option that best complements their existing decor.\n\n**Comfort and Functionality**\n\nComfort is a key feature of the Goulborn Diwan. The sofa is designed with generously padded cushions that provide a comfortable seating experience. The low-profile design of the diwan encourages a relaxed posture, making it ideal for lounging or casual gatherings. The cushions are upholstered in materials that are both soft and durable, ensuring that the diwan remains a comfortable and inviting space for years to come.\n\nThe Goulborn Diwan’s spacious seating area accommodates multiple people, making it a practical choice for family gatherings or social events. Its design allows for easy integration into various living room layouts, whether used as a focal point or as part of a larger seating arrangement. The versatility of the diwan makes it suitable for various settings, including traditional, modern, or eclectic interiors.\n\n**Versatility and Usage**\n\nThe Goulborn Diwan is a versatile piece of furniture that enhances a variety of living spaces. In a traditional setting, it complements other classic furnishings and adds a touch of timeless elegance. In more contemporary or eclectic interiors, the diwan’s classic design can provide a unique contrast, adding depth and character to the space.\n\nBeyond the living room, the Goulborn Diwan can also be used in other areas of the home, such as a study, sunroom, or large hallway. Its adaptable design allows it to serve various functions, from providing extra seating to creating a cozy reading nook.\n\n**Maintenance and Care**\n\nMaintaining the Goulborn Diwan involves regular care to ensure its longevity and continued appeal. The wooden frame should be dusted and polished periodically to maintain its finish and protect against wear. The upholstery should be cleaned according to the manufacturer’s instructions to keep it in excellent condition and free from stains.\n\nIn summary, the Goulborn Diwan offers a blend of classic diwan style and modern comfort, making it an exceptional choice for enhancing any living space. Its high-quality wooden construction, plush seating, and elegant design ensure that it remains a stylish and functional piece of living room furniture for years to come.",35100,29250,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1dGePpNsw8YWu1-NO9oIdWDHKRH4bUhkU/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armidale Diwan,,Diwans,Spacecrafts,"Armidale Diwan is a distinguished piece of living room furniture that exemplifies the elegance and comfort of traditional diwan style. This wooden sofa diwan combines classic design with modern functionality, making it an exceptional addition to any home that values both aesthetics and practicality.\n\n**Comfort and Functionality**\n\nDespite its traditional aesthetic, It does not compromise on comfort. The sofa is designed with plush cushions that provide a soft, supportive seating experience. The cushions are upholstered in high-quality fabrics or leather, offering a choice of materials that complement the sofa’s wooden frame while enhancing overall comfort. The low seating height of the diwan encourages a relaxed posture, ideal for lounging or entertaining guests.\n\nThe spacious seating area of Armidale Diwan accommodates multiple people, making it suitable for family gatherings, casual lounging, or even as a reading nook. Its generous dimensions ensure that everyone can enjoy ample space to sit comfortably.\n\n**Versatility and Usage**\n\nArmidale Diwan is a versatile piece of furniture that enhances various living spaces. In a traditional setting, it complements other classic furnishings and contributes to a cohesive and elegant decor scheme. For a more contemporary interior, the diwan’s timeless design can add a touch of sophistication and cultural richness.\n\nIn addition to its use in the living room, the Armidale Diwan can also serve as a stylish and functional piece in other areas of the home, such as a study, sunroom, or even a spacious hallway. Its versatile design allows it to adapt to different settings and purposes, making it a valuable addition to any home.\n\n**Maintenance and Care**\n\nMaintaining Armidale Diwan involves regular cleaning and care to preserve its beauty and longevity. The wooden frame should be dusted and polished periodically to maintain its luster and protect against wear. The upholstery should be cleaned according to the manufacturer’s recommendations, ensuring it remains in excellent condition and free from stains.\n\nOverall, the Armidale Diwan is a beautiful example of diwan-style furniture that combines traditional elegance with modern comfort. Its high-quality wooden construction, plush seating, and versatile design make it an outstanding choice for enhancing the aesthetic and functional qualities of any living space. Whether used for formal entertaining or everyday relaxation, the Armidale Diwan adds a touch of classic sophistication and enduring charm to your home.",36000,30000,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1Y0J_oHJ4_9PMH_aEluVTl3EACKu7deWp/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirana Diwan Sofa,,Diwans,Spacecrafts,"The Tirana Diwan Sofa is an exquisite piece of living room furniture that beautifully combines traditional diwan style with modern functionality. This elegantly designed sofa set offers both aesthetic charm and practical utility, making it a standout choice for any home looking to blend classic sophistication with contemporary comfort.\n\n**Design and Aesthetic Appeal**\n\nThe Tirana Diwan Sofa showcases the timeless beauty of diwan-style furniture, characterized by its low seating and intricate design details. Traditionally, a diwan is a type of sofa or couch that is often used in Eastern cultures and is known for its lavish, low-slung design. The Tirana Diwan Sofa pays homage to this tradition while incorporating modern elements to suit today’s living spaces.\n\nThe sofa is crafted from high-quality wood, such as mahogany or teak, which not only provides durability but also adds a touch of luxury to the piece. The wooden frame is often intricately carved, featuring decorative patterns that enhance its traditional appeal. The rich, warm tones of the wood complement the sofa’s overall design, making it a focal point in any living room.\n\n**Comfort and Functionality**\n\nIn terms of comfort, the Tirana Diwan Sofa does not compromise. It typically features plush, cushioned seating designed to offer a cozy and inviting experience. The cushions are upholstered in high-quality fabrics or leather, providing a soft and comfortable surface for lounging. The low-profile design of the diwan allows for easy lounging and a relaxed seating posture, making it ideal for both casual gatherings and formal entertaining.\n\nThe sofa’s design includes generous seating space, accommodating multiple people comfortably. The low height of the diwan also adds to its charm, offering a unique seating arrangement that stands out from traditional, higher sofas. The backrest is often designed to provide ample support, ensuring that users can enjoy extended periods of relaxation without discomfort.\n\n**Versatility and Usage**\n\nThe Tirana Diwan Sofa is versatile and can be used in various settings within the home. It serves as an elegant addition to the living room, where it can be used for both casual and formal occasions. Its unique design makes it suitable for creating a cozy reading nook or as a stylish seating area for guests. The diwan style also makes it a perfect fit for traditional or eclectic interior designs, adding a touch of cultural sophistication.\n\nAdditionally, the Tirana Diwan Sofa can be complemented with matching accessories, such as decorative cushions or throws, to enhance its visual appeal and comfort. Its timeless design ensures that it remains relevant and stylish for years to come, regardless of changing trends.\n\n**Maintenance and Care**\n\nMaintaining the Tirana Diwan Sofa involves regular care to preserve its beauty and functionality. The wooden frame should be cleaned and polished periodically to maintain its luster and protect against wear and tear. The upholstery should be cleaned according to the manufacturer’s instructions, ensuring that it remains in good condition and free from stains.\n\nOverall, the Tirana Diwan Sofa is a sophisticated piece of living room furniture that combines traditional diwan style with modern comfort and functionality. Its elegant design, high-quality craftsmanship, and versatile use make it an excellent choice for enhancing the beauty and comfort of any living space. Whether used for lounging, entertaining, or adding a touch of classic charm to your home, the Tirana Diwan Sofa offers enduring style and comfort.",32600,27200,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1pfH9Vyui8a84Q8KXbbcVxbVtDxYTXSsn/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford Workstation,,"Study Tables, Tables",Spacecrafts,"The Oxford Workstation is a versatile and space-saving solution designed to meet the diverse needs of modern living. Perfect for compact spaces, this multi-functional workstation combines practicality with style, making it an ideal addition to any home or office environment.\n\nAt the heart of the Oxford Workstation's design is its exceptional space-saving functionality. It is engineered to fit seamlessly into smaller areas without compromising on utility. Whether you're working from home, managing household tasks, or pursuing creative hobbies, this workstation optimizes your space by offering a compact yet efficient workspace.\n\nOne of the standout features of the Oxford Workstation is its multi-purpose design, which includes ample storage solutions. The workstation is equipped with integrated storage compartments, allowing you to keep essential items organized and within easy reach. This feature is particularly beneficial in settings where space is limited, as it helps you maintain a clutter-free environment. You can store office supplies, stationery, or personal items neatly away, making it easier to keep your workspace tidy and functional.\n\nThe foldable design of the Oxford Workstation adds another layer of convenience and versatility. When not in use, the table can be easily folded away, freeing up valuable floor space. This makes it an excellent choice for small apartments, dorm rooms, or any space where maximizing floor area is crucial. The foldable feature ensures that you can quickly adapt your living area to suit different needs, whether you’re hosting guests or simply require more room for daily activities.\n\nIn addition to its space-saving and storage capabilities, the Oxford Workstation is designed with durability and style in mind. Constructed from high-quality materials, it boasts a sleek, modern aesthetic that complements various interior decor styles. The mini table's minimalist design ensures that it fits effortlessly into any room, whether it's a home office, study area, or living room.\n\nOverall, the Oxford Workstation is a practical and stylish choice for anyone seeking a compact, multi-functional piece of furniture. Its combination of space-saving features, integrated storage, and foldable design makes it an excellent investment for those looking to enhance their living or working environment.",11400,9500,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1JvBq9zSdgmWCRJp4VR6Y7F7Y_9yOg-a3/view?usp=drivesdk,https://drive.google.com/file/d/1k_5tYbnmcN38kdODZYkpNc_LiQwLFJql/view?usp=drivesdk,https://drive.google.com/file/d/14JYyjRSMfD70Q8j2Vklef3oN3iQlfMvl/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa Mini Workstation,,"Study Tables, Tables",Spacecrafts,"The **Ottawa Mini Workstation** is the quintessential solution for those seeking a blend of practicality and style in their living space. This versatile piece of furniture is designed to meet the needs of a modern lifestyle, where space is often at a premium. Whether you're looking to create a compact home office, need a convenient workspace, or simply want a stylish mini table, the Ottawa Mini Workstation delivers exceptional functionality.\n\nCrafted with precision and thoughtfulness, the Ottawa Mini Workstation serves as an ideal space-saving table. Its compact design allows it to fit seamlessly into any room, making it perfect for apartments, small offices, or even cozy nooks in larger homes. When not in use, this foldable table can be easily collapsed and stored away, ensuring that it doesn’t take up unnecessary space. This feature is especially beneficial for those who need a temporary workspace that can be tucked away when not in use.\n\nThe multipurpose nature of the Ottawa Mini Workstation further enhances its appeal. It can be used as a writing desk, a laptop station, or even as a small dining table for those living in compact quarters. The adaptability of this table means that it can serve various functions according to your needs, making it a valuable addition to any home.\n\nIn addition to its practical uses, the Ottawa Mini Workstation boasts a sleek and modern design that complements a variety of décor styles. Its clean lines and minimalistic aesthetic ensure that it blends effortlessly with existing furniture and enhances the overall look of your space. Available in several finishes, including classic wood tones and contemporary shades, you can select the option that best suits your personal style and home environment.\n\nThe construction of the Ottawa Mini Workstation is sturdy and reliable. Made from high-quality materials, it offers durability and stability, ensuring that it can withstand everyday use. Despite its compact size, the table provides ample surface area for your work or dining needs, offering a comfortable and functional experience.\n\nIn summary, the Ottawa Mini Workstation is more than just a space-saving table; it’s a versatile, foldable piece of furniture that adapts to your lifestyle. Its multipurpose design, combined with its stylish appearance and durable construction, makes it a valuable addition to any living space. Whether you need a small desk for work or a compact table for meals, the Ottawa Mini Workstation provides the functionality and elegance you need to make the most of your space.",6600,5500,50,,12,Delivery Charges Applicable ,,,,,,,https://drive.google.com/file/d/1E7q36096DtqxHzk-CIt612RnSX6zcKwu/view?usp=drivesdk,https://drive.google.com/file/d/1tmFSatKXQH-J1lNIyQaVFlp6aJ7Nl1t5/view?usp=drivesdk,https://drive.google.com/file/d/1aQ17Y6uRCG8P3WjjgUQW8__iBJjYZnxZ/view?usp=drivesdk,https://drive.google.com/file/d/1RTfpFIRx3KwQHDMGXFX9XNCMA2Wn7cVy/view?usp=drivesdk,,,,,,,,,,,,,,,,,,,,,,,,,,
